batch_id,product_type,steel_grade,technology_route,country_of_origin,batch_weight_tonnes,thickness_mm,recycled_content_pct,renewable_energy_pct,energy_consumption_kwh_per_tonne,scrap_quality_score,carbon_pct,manganese_pct,chromium_pct,yield_strength_mpa,tensile_strength_mpa,carbon_footprint_kgco2e_per_tonne
BATCH-2025,Wire Rod,304,EAF,Germany,9.86,24.17,64.58,42.99,655.8,67.66,0.193,0.404,0.659,241.2,436.1,120.0
BATCH-2026,Wire Rod,304,EAF,Belgium,11.66,21.51,89.67,63.78,668.6,63.86,0.263,0.737,0.529,233.4,408.7,120.0
BATCH-2027,Electrical Steel,304,BF-BOF,Italy,15.67,9.81,28.6,60.78,1783.9,70.66,0.104,1.107,0.574,258.6,422.5,1383.1
BATCH-2028,Wire Rod,S355JR,EAF,Belgium,25.26,6.63,80.91,37.52,661.5,92.97,0.196,0.939,0.0,258.2,435.4,120.0
BATCH-2029,Galvanised Coil,304,BF-BOF,Spain,30.71,9.06,29.61,65.61,1951.0,87.93,0.141,0.746,0.216,240.2,445.4,1443.7
BATCH-2030,Galvanised Coil,M270-35A,BF-BOF,Italy,29.09,20.73,29.71,85.25,1998.2,87.3,0.25,0.901,0.582,276.9,407.6,1258.8
BATCH-2031,Hot Rolled Coil,S355JR,BF-BOF,Spain,16.81,13.99,41.77,24.62,1981.0,93.82,0.195,1.261,0.52,320.8,500.4,1257.5
BATCH-2032,Galvanised Coil,DX51D,EAF,Spain,9.17,6.39,80.53,15.15,515.8,64.99,0.158,1.234,0.526,229.3,336.7,140.4
BATCH-2033,Wire Rod,304,BF-BOF,Belgium,9.47,15.21,23.51,16.48,1772.7,92.13,0.163,1.451,0.161,247.9,405.9,1228.9
BATCH-2034,Wire Rod,DX51D,EAF,France,29.54,8.69,73.76,43.9,836.7,94.44,0.2,1.371,0.469,262.4,420.9,120.0
BATCH-2035,Hot Rolled Coil,M270-35A,EAF,France,31.54,15.31,95.18,30.35,721.1,84.94,0.301,0.666,0.098,235.9,405.6,120.0
BATCH-2036,Electrical Steel,DX51D,BF-BOF,France,33.16,9.19,23.96,44.74,1884.2,72.49,0.198,1.338,0.322,234.4,347.0,1557.5
BATCH-2037,Stainless Steel,S355JR,BF-BOF,Germany,34.1,18.98,32.89,12.17,1713.8,94.04,0.215,1.386,19.559,315.4,457.2,1564.6
BATCH-2038,Hot Rolled Coil,S235JR,EAF,Italy,30.92,12.72,72.65,25.99,851.1,56.54,0.248,0.974,0.147,295.4,458.4,176.6
BATCH-2039,Galvanised Coil,M270-35A,EAF,Italy,17.58,13.73,67.99,34.51,665.9,67.21,0.168,1.582,0.37,250.8,414.2,120.0
BATCH-2040,Electrical Steel,304,BF-BOF,Germany,20.82,1.47,21.86,84.38,1849.9,59.12,0.111,0.928,0.293,255.8,406.0,1347.4
BATCH-2041,Hot Rolled Coil,DX51D,EAF,Belgium,30.48,23.55,63.76,30.25,655.5,71.5,0.188,1.521,0.297,261.2,420.4,120.0
BATCH-2042,Electrical Steel,DX51D,BF-BOF,Spain,32.25,1.78,29.65,9.1,1934.0,86.87,0.244,1.358,0.27,277.6,430.5,1615.7
BATCH-2043,Galvanised Coil,DX51D,EAF,France,17.75,3.63,75.04,31.44,683.3,72.27,0.175,1.088,0.143,241.9,370.3,163.3
BATCH-2044,Stainless Steel,M270-35A,EAF,Germany,24.97,2.93,73.24,84.64,766.2,79.02,0.107,0.802,20.373,287.2,432.1,290.6
BATCH-2045,Stainless Steel,304,BF-BOF,Spain,12.83,5.49,22.71,41.32,1869.6,72.77,0.227,0.949,17.362,306.3,414.6,1716.4
BATCH-2046,Hot Rolled Coil,M270-35A,BF-BOF,Germany,8.05,11.04,23.92,74.58,1903.3,56.42,0.304,0.916,0.092,293.8,436.5,1166.4
BATCH-2047,Wire Rod,M270-35A,EAF,Germany,17.6,1.65,76.65,27.72,687.7,57.74,0.184,1.784,0.241,282.3,420.6,120.0
BATCH-2048,Galvanised Coil,304,BF-BOF,Italy,32.87,8.41,24.34,16.54,1937.2,56.93,0.124,1.528,0.407,264.5,387.7,1540.2
BATCH-2049,Hot Rolled Coil,DX51D,EAF,Belgium,25.7,19.11,77.8,47.22,677.1,89.82,0.254,1.5,0.354,289.1,436.2,120.0
BATCH-2050,Wire Rod,S355JR,EAF,Germany,32.16,17.24,81.43,64.65,582.1,58.58,0.245,1.264,0.199,308.5,446.4,120.0
BATCH-2051,Stainless Steel,304,EAF,Italy,17.69,1.91,80.18,76.84,809.5,69.29,0.221,0.977,20.527,318.1,500.5,251.4
BATCH-2052,Hot Rolled Coil,304,EAF,Italy,9.28,20.45,89.27,25.49,563.0,78.93,0.197,1.407,0.456,256.8,442.5,120.0
BATCH-2053,Wire Rod,DX51D,BF-BOF,France,17.69,9.91,13.0,88.87,1856.5,78.02,0.193,0.826,0.503,229.4,309.5,1116.9
BATCH-2054,Electrical Steel,S235JR,EAF,Italy,19.57,20.6,80.38,46.59,631.7,81.46,0.289,1.682,0.318,302.2,443.0,120.0
BATCH-2055,Wire Rod,M270-35A,EAF,Spain,26.14,10.52,98.0,47.69,756.1,77.6,0.231,0.617,0.59,215.0,361.6,120.0
BATCH-2056,Wire Rod,M270-35A,EAF,Germany,34.11,23.08,77.59,77.98,759.6,76.21,0.176,0.776,0.265,209.8,362.1,120.0
BATCH-2057,Stainless Steel,S355JR,BF-BOF,Belgium,16.39,21.75,13.11,39.62,1865.9,83.82,0.209,1.371,19.099,324.0,469.2,1801.1
BATCH-2058,Wire Rod,DX51D,BF-BOF,France,28.44,8.12,11.82,69.38,1640.2,67.55,0.169,1.044,0.122,254.2,385.0,1123.5
BATCH-2059,Hot Rolled Coil,S235JR,EAF,France,31.94,15.27,70.87,53.25,545.8,74.62,0.166,1.577,0.372,249.6,424.9,120.0
BATCH-2060,Hot Rolled Coil,M270-35A,EAF,Germany,14.7,11.33,76.94,16.51,514.0,73.57,0.164,1.583,0.124,301.1,467.2,120.0
BATCH-2061,Stainless Steel,S355JR,BF-BOF,Italy,29.07,11.66,15.5,7.8,1752.3,70.25,0.23,0.293,17.558,301.7,491.7,1733.4
BATCH-2062,Hot Rolled Coil,S355JR,EAF,Italy,33.77,11.3,84.49,84.41,720.9,97.86,0.166,0.855,0.532,247.4,380.0,120.0
BATCH-2063,Galvanised Coil,DX51D,BF-BOF,Germany,28.99,16.32,5.0,78.65,1809.4,93.83,0.177,0.847,0.647,266.7,376.6,1271.0
BATCH-2064,Hot Rolled Coil,S355JR,BF-BOF,France,18.73,10.54,17.3,88.6,1740.1,84.04,0.196,1.459,0.451,274.2,456.6,1150.1
BATCH-2065,Wire Rod,304,BF-BOF,Spain,23.74,16.43,29.42,62.31,1682.6,86.81,0.235,0.661,0.023,283.0,440.4,1213.2
BATCH-2066,Stainless Steel,M270-35A,EAF,Spain,28.13,7.86,82.89,59.89,743.5,92.52,0.269,0.303,17.917,264.9,395.8,310.2
BATCH-2067,Galvanised Coil,M270-35A,EAF,France,29.81,22.48,78.13,22.73,665.2,70.42,0.137,0.788,0.324,190.7,321.9,120.0
BATCH-2068,Stainless Steel,DX51D,EAF,Spain,27.13,22.86,79.25,59.6,484.3,77.78,0.218,1.339,17.268,296.4,403.3,120.0
BATCH-2069,Hot Rolled Coil,S235JR,EAF,Spain,34.4,17.36,74.38,46.51,560.1,70.21,0.222,1.828,0.33,298.6,442.2,120.0
BATCH-2070,Galvanised Coil,M270-35A,EAF,France,31.26,14.67,68.47,37.07,688.8,93.35,0.193,0.564,0.555,251.6,391.5,147.4
BATCH-2071,Stainless Steel,S355JR,BF-BOF,Germany,13.81,16.17,27.96,63.01,1651.4,81.13,0.06,0.841,17.915,312.2,406.8,1521.7
BATCH-2072,Wire Rod,M270-35A,EAF,Germany,34.99,9.83,81.21,12.22,571.3,79.14,0.178,1.195,0.384,304.0,410.3,120.0
BATCH-2073,Hot Rolled Coil,S355JR,EAF,Belgium,27.02,10.79,82.98,47.83,574.2,74.41,0.194,1.523,0.387,262.2,405.4,120.0
BATCH-2074,Stainless Steel,DX51D,EAF,France,32.66,12.98,76.7,69.44,720.0,79.62,0.271,1.871,16.943,364.6,534.5,291.9
BATCH-2075,Wire Rod,DX51D,EAF,Belgium,21.43,8.02,77.85,75.55,649.2,67.47,0.266,1.266,0.353,216.6,310.1,120.0
BATCH-2076,Galvanised Coil,DX51D,EAF,France,32.12,7.28,70.8,46.65,784.1,77.13,0.226,1.411,0.28,247.7,378.4,277.1
BATCH-2077,Stainless Steel,S235JR,EAF,Spain,34.59,13.46,83.03,34.97,615.7,63.86,0.349,1.175,19.521,369.7,533.7,311.8
BATCH-2078,Hot Rolled Coil,DX51D,BF-BOF,France,30.21,16.64,11.26,53.65,2202.0,65.39,0.219,1.658,0.231,276.0,477.3,1461.7
BATCH-2079,Wire Rod,DX51D,BF-BOF,Spain,29.54,12.54,30.12,15.9,1996.8,62.77,0.147,0.954,0.217,243.2,392.9,1377.7
BATCH-2080,Hot Rolled Coil,M270-35A,EAF,Belgium,13.83,5.67,86.66,12.78,600.0,63.43,0.247,1.153,0.19,249.1,389.1,120.0
BATCH-2081,Wire Rod,DX51D,BF-BOF,Spain,11.65,9.69,40.13,74.63,1686.5,75.52,0.171,0.38,0.332,205.3,375.9,1048.1
BATCH-2082,Hot Rolled Coil,M270-35A,EAF,Germany,28.78,17.79,62.64,15.75,621.8,57.52,0.21,1.409,0.222,261.8,400.9,120.0
BATCH-2083,Galvanised Coil,S355JR,EAF,Italy,27.07,19.7,78.49,40.47,590.1,69.26,0.116,1.709,0.025,307.4,409.9,120.0
BATCH-2084,Hot Rolled Coil,S355JR,BF-BOF,France,24.86,19.08,26.79,40.0,1782.3,75.6,0.143,1.383,0.638,300.9,441.6,1308.1
BATCH-2085,Galvanised Coil,S235JR,BF-BOF,France,20.06,16.76,7.58,88.56,1759.0,61.43,0.077,0.885,0.262,215.5,389.9,1253.2
BATCH-2086,Hot Rolled Coil,304,EAF,Belgium,9.75,6.21,46.48,64.94,686.1,70.29,0.182,0.655,0.226,259.6,438.2,120.0
BATCH-2087,Wire Rod,S235JR,EAF,Belgium,23.41,10.48,79.97,70.16,621.8,78.47,0.135,1.743,0.216,309.7,434.7,120.0
BATCH-2088,Wire Rod,S355JR,EAF,Belgium,22.37,14.14,85.12,61.94,520.7,93.94,0.34,0.804,0.213,253.0,335.7,120.0
BATCH-2089,Electrical Steel,M270-35A,EAF,Belgium,27.37,24.01,76.89,28.16,600.2,68.87,0.267,1.032,0.219,223.4,365.4,120.0
BATCH-2090,Wire Rod,304,BF-BOF,Italy,10.41,4.91,28.93,35.7,1857.4,55.22,0.149,0.64,0.237,261.4,421.7,1346.1
BATCH-2091,Wire Rod,DX51D,EAF,Italy,18.87,15.25,97.56,20.58,803.7,84.0,0.128,1.311,0.511,227.1,407.6,120.0
BATCH-2092,Stainless Steel,M270-35A,BF-BOF,Italy,19.36,10.39,19.12,51.08,1947.4,96.23,0.132,1.78,19.046,304.9,507.2,1722.7
BATCH-2093,Galvanised Coil,304,BF-BOF,Spain,20.54,10.74,9.05,11.62,2297.1,97.5,0.124,1.193,0.562,263.6,464.5,1763.9
BATCH-2094,Hot Rolled Coil,M270-35A,EAF,Germany,8.92,18.9,75.39,81.83,642.3,74.91,0.115,1.619,0.554,255.7,406.8,120.0
BATCH-2095,Stainless Steel,304,BF-BOF,Belgium,23.8,16.68,16.79,21.7,1739.1,62.57,0.175,0.83,19.794,342.1,502.3,1761.1
BATCH-2096,Wire Rod,DX51D,BF-BOF,Belgium,13.21,13.51,18.28,23.15,2061.4,83.97,0.134,1.118,0.45,219.0,329.8,1536.3
BATCH-2097,Hot Rolled Coil,S235JR,EAF,Belgium,32.63,2.02,64.31,46.19,586.7,89.72,0.107,1.216,0.154,238.3,422.8,120.0
BATCH-2098,Galvanised Coil,S355JR,EAF,Italy,25.06,2.74,84.66,32.18,739.0,78.92,0.268,0.869,0.579,252.8,441.9,120.0
BATCH-2099,Hot Rolled Coil,304,BF-BOF,Italy,30.44,13.3,29.05,19.16,1735.1,70.11,0.142,0.815,0.251,265.7,359.4,1012.1
BATCH-2100,Hot Rolled Coil,S355JR,BF-BOF,Italy,21.28,21.16,22.84,88.78,1580.6,69.35,0.14,0.924,0.256,221.4,383.3,896.9
BATCH-2101,Electrical Steel,304,EAF,Spain,18.01,12.71,67.36,28.77,605.1,73.98,0.295,1.061,0.342,260.5,419.6,120.0
BATCH-2102,Hot Rolled Coil,S235JR,BF-BOF,France,14.97,14.32,23.68,67.86,2099.5,63.77,0.31,0.967,0.47,186.8,378.7,1331.9
BATCH-2103,Electrical Steel,S235JR,BF-BOF,Spain,18.7,24.85,19.58,66.72,1742.8,73.27,0.243,1.602,0.085,283.8,441.1,1370.1
BATCH-2104,Stainless Steel,S355JR,BF-BOF,Italy,32.86,6.47,29.14,25.79,1948.6,90.4,0.196,0.396,17.48,227.6,384.2,1622.2
BATCH-2105,Galvanised Coil,S355JR,EAF,France,32.98,13.43,68.68,28.6,665.7,78.88,0.131,1.185,0.595,284.7,451.0,218.5
BATCH-2106,Electrical Steel,M270-35A,EAF,Spain,33.36,19.24,79.93,50.45,712.7,65.97,0.254,0.6,0.391,244.8,380.7,120.0
BATCH-2107,Electrical Steel,S355JR,BF-BOF,France,28.68,23.82,33.61,78.19,1787.9,85.1,0.144,1.506,0.365,308.7,426.8,1288.9
BATCH-2108,Stainless Steel,DX51D,EAF,Germany,12.83,20.69,64.72,67.86,664.1,70.03,0.08,0.878,17.951,278.1,421.0,377.8
BATCH-2109,Wire Rod,DX51D,EAF,Italy,27.38,13.52,91.4,30.76,614.0,63.05,0.15,1.131,0.379,254.7,389.8,120.0
BATCH-2110,Hot Rolled Coil,S355JR,BF-BOF,Italy,17.05,16.4,31.86,8.67,1722.4,57.15,0.102,1.614,0.473,235.7,386.1,1302.9
BATCH-2111,Galvanised Coil,M270-35A,EAF,France,19.48,20.36,88.18,56.63,689.7,92.27,0.124,0.568,0.381,219.6,456.4,205.1
BATCH-2112,Galvanised Coil,304,BF-BOF,Germany,20.46,9.25,21.38,45.44,1629.0,79.17,0.278,1.623,0.388,296.8,465.4,1173.7
BATCH-2113,Hot Rolled Coil,S235JR,EAF,Italy,14.91,20.02,95.65,34.23,767.5,56.28,0.282,1.324,0.486,272.0,398.8,120.0
BATCH-2114,Galvanised Coil,S355JR,BF-BOF,Spain,13.62,13.81,23.98,59.93,1926.3,76.27,0.131,0.991,0.386,261.8,392.9,1429.6
BATCH-2115,Hot Rolled Coil,S235JR,EAF,Belgium,10.8,8.4,67.4,85.89,576.0,67.26,0.133,0.321,0.218,187.2,377.9,120.0
BATCH-2116,Stainless Steel,S355JR,BF-BOF,France,19.91,11.35,29.0,81.8,1761.6,66.23,0.12,1.806,15.371,381.6,529.9,1523.3
BATCH-2117,Hot Rolled Coil,304,EAF,Italy,23.98,23.02,80.98,61.58,588.5,94.73,0.303,1.029,0.182,275.3,454.7,120.0
BATCH-2118,Hot Rolled Coil,M270-35A,EAF,Belgium,31.82,14.8,75.07,86.54,535.0,96.14,0.289,1.371,0.394,246.0,361.3,120.0
BATCH-2119,Hot Rolled Coil,DX51D,BF-BOF,France,8.48,23.09,22.57,38.63,1995.4,86.77,0.134,1.204,0.205,251.7,393.6,1534.7
BATCH-2120,Hot Rolled Coil,S235JR,BF-BOF,Italy,9.22,23.45,34.81,13.59,1947.2,65.67,0.257,1.875,0.849,285.9,426.9,1165.1
BATCH-2121,Hot Rolled Coil,S235JR,EAF,Spain,28.07,16.68,77.06,43.44,588.6,59.26,0.198,0.77,0.631,255.4,433.7,120.0
BATCH-2122,Hot Rolled Coil,DX51D,EAF,Italy,29.34,2.05,86.41,61.13,688.4,57.35,0.21,1.517,0.532,235.2,392.0,120.0
BATCH-2123,Hot Rolled Coil,S355JR,BF-BOF,Belgium,8.93,23.14,27.7,73.12,1786.5,57.08,0.224,1.796,0.422,289.3,452.3,1384.2
BATCH-2124,Hot Rolled Coil,DX51D,BF-BOF,France,28.56,18.89,37.75,84.73,2080.9,96.83,0.165,0.733,0.352,281.8,452.3,1322.0
BATCH-2125,Wire Rod,S235JR,EAF,Italy,23.1,10.58,81.85,48.96,559.3,62.5,0.159,1.079,0.029,257.4,405.0,120.0
BATCH-2126,Wire Rod,S355JR,BF-BOF,Italy,16.63,11.65,21.65,36.71,1769.4,86.44,0.296,1.27,0.433,230.4,398.8,1269.0
BATCH-2127,Wire Rod,DX51D,EAF,Spain,25.63,1.13,78.29,28.94,501.3,68.49,0.181,1.406,0.156,271.7,419.5,120.0
BATCH-2128,Wire Rod,S355JR,BF-BOF,France,16.29,21.85,19.13,56.58,1828.1,87.88,0.208,1.35,0.25,263.0,457.1,1411.3
BATCH-2129,Hot Rolled Coil,S355JR,EAF,France,19.89,23.2,72.95,63.88,696.2,90.11,0.312,1.522,0.124,309.2,439.1,120.0
BATCH-2130,Hot Rolled Coil,S355JR,EAF,France,21.16,3.21,83.66,58.75,614.8,66.31,0.218,1.155,0.0,271.2,401.3,120.0
BATCH-2131,Hot Rolled Coil,S235JR,BF-BOF,France,15.94,19.18,21.36,21.59,1646.0,69.54,0.187,1.29,0.177,272.6,413.3,1237.4
BATCH-2132,Electrical Steel,S355JR,EAF,Germany,16.86,13.56,75.54,42.93,842.0,76.29,0.153,0.724,0.366,222.1,341.7,216.8
BATCH-2133,Stainless Steel,S355JR,BF-BOF,Belgium,32.06,4.21,24.63,11.31,1576.5,57.23,0.131,0.793,17.462,246.8,358.4,1556.2
BATCH-2134,Stainless Steel,M270-35A,EAF,France,19.01,16.96,82.77,49.23,590.0,56.04,0.2,1.117,18.303,325.9,470.5,222.5
BATCH-2135,Galvanised Coil,M270-35A,EAF,France,15.48,19.75,69.76,23.21,652.7,90.06,0.138,1.027,0.726,219.4,419.3,120.0
BATCH-2136,Galvanised Coil,DX51D,BF-BOF,Belgium,21.67,13.85,12.92,80.58,2123.9,74.61,0.161,1.387,0.255,285.1,445.3,1469.5
BATCH-2137,Wire Rod,S355JR,BF-BOF,Spain,11.62,4.64,26.82,73.7,2011.0,76.43,0.055,0.499,0.514,186.4,342.6,1328.5
BATCH-2138,Electrical Steel,DX51D,EAF,France,23.24,24.15,82.33,67.17,652.8,81.12,0.212,1.314,0.191,336.3,476.7,120.0
BATCH-2139,Electrical Steel,304,BF-BOF,France,30.7,12.38,29.65,14.55,1946.9,69.14,0.125,1.416,0.9,235.4,426.1,1738.2
BATCH-2140,Electrical Steel,S355JR,EAF,Belgium,20.98,23.77,87.33,42.98,906.5,87.78,0.319,0.375,0.417,246.4,358.2,120.0
BATCH-2141,Stainless Steel,304,BF-BOF,France,8.42,9.73,24.02,20.32,1765.9,55.98,0.126,1.735,18.136,287.2,402.0,1687.7
BATCH-2142,Wire Rod,M270-35A,EAF,Belgium,32.39,14.03,80.81,8.72,609.2,60.48,0.157,1.837,0.164,331.4,480.1,120.0
BATCH-2143,Electrical Steel,DX51D,EAF,Spain,28.28,13.55,74.5,39.21,641.4,94.9,0.178,1.536,0.305,249.7,412.7,120.0
BATCH-2144,Electrical Steel,S235JR,EAF,Spain,34.15,4.29,75.41,31.67,704.3,92.68,0.155,1.072,0.311,257.0,377.7,200.3
BATCH-2145,Wire Rod,S235JR,BF-BOF,Italy,29.76,23.31,14.08,83.05,1718.9,58.29,0.057,1.052,0.286,248.4,383.7,1214.1
BATCH-2146,Stainless Steel,M270-35A,BF-BOF,Germany,31.23,16.35,7.45,83.72,2240.3,78.83,0.187,0.946,17.442,328.2,478.3,1787.1
BATCH-2147,Hot Rolled Coil,DX51D,BF-BOF,Belgium,32.71,20.95,10.08,84.46,1620.1,86.53,0.216,1.147,0.184,273.6,470.1,1078.0
BATCH-2148,Stainless Steel,S355JR,EAF,Italy,14.86,1.43,83.49,6.22,477.3,66.06,0.16,0.991,19.473,309.6,409.5,304.1
BATCH-2149,Electrical Steel,304,EAF,Germany,34.61,2.04,85.73,49.11,655.2,55.69,0.165,1.27,0.19,281.1,448.5,225.4
BATCH-2150,Hot Rolled Coil,M270-35A,EAF,Belgium,14.85,10.32,54.52,6.55,648.9,83.37,0.159,1.162,0.698,257.1,434.2,125.3
BATCH-2151,Galvanised Coil,DX51D,BF-BOF,France,34.36,24.17,20.25,56.38,1881.5,88.31,0.125,1.36,0.689,217.9,425.3,1397.7
BATCH-2152,Hot Rolled Coil,S355JR,EAF,France,29.47,21.73,87.1,48.22,608.6,86.49,0.139,1.017,0.13,221.5,331.7,120.0
BATCH-2153,Electrical Steel,M270-35A,BF-BOF,Spain,27.78,20.44,29.64,41.58,1734.6,62.29,0.289,0.793,0.128,280.4,396.8,1410.1
BATCH-2154,Electrical Steel,S235JR,EAF,France,14.21,19.22,77.57,9.47,668.4,79.37,0.215,1.564,0.0,298.4,425.8,176.4
BATCH-2155,Galvanised Coil,M270-35A,BF-BOF,Germany,16.28,15.98,19.18,13.91,1773.6,64.79,0.241,0.799,0.858,209.5,318.0,1510.2
BATCH-2156,Stainless Steel,DX51D,EAF,France,12.18,17.41,73.67,31.61,585.7,81.42,0.146,1.088,19.121,303.2,487.6,318.7
BATCH-2157,Hot Rolled Coil,S235JR,EAF,Spain,15.98,10.06,69.67,25.57,654.4,75.73,0.249,1.094,0.295,235.5,397.9,120.0
BATCH-2158,Hot Rolled Coil,S355JR,BF-BOF,Italy,32.84,22.13,25.55,20.2,1747.5,79.51,0.264,1.185,0.337,265.9,418.6,1288.8
BATCH-2159,Wire Rod,304,BF-BOF,Spain,20.39,8.87,25.09,77.36,1749.9,68.53,0.156,1.107,0.453,244.0,408.1,1108.3
BATCH-2160,Hot Rolled Coil,304,BF-BOF,Germany,33.84,9.93,21.4,7.42,1769.8,77.66,0.362,1.026,0.0,275.5,460.8,1429.9
BATCH-2161,Wire Rod,S235JR,BF-BOF,France,23.97,4.59,42.03,23.52,1914.8,77.16,0.117,1.219,0.465,276.4,351.1,1333.3
BATCH-2162,Hot Rolled Coil,304,BF-BOF,France,8.44,1.51,22.29,82.95,1944.8,62.38,0.101,0.822,0.602,233.1,396.2,1188.3
BATCH-2163,Wire Rod,M270-35A,EAF,Germany,17.12,5.88,70.5,79.1,697.1,55.82,0.126,1.074,0.401,232.4,392.9,120.0
BATCH-2164,Wire Rod,304,EAF,Spain,17.22,3.1,67.81,35.2,715.2,83.34,0.15,1.179,0.396,271.5,439.7,120.0
BATCH-2165,Stainless Steel,304,BF-BOF,France,19.5,13.48,18.27,73.38,1677.1,65.48,0.234,0.526,19.413,308.2,411.7,1370.7
BATCH-2166,Hot Rolled Coil,S235JR,BF-BOF,Italy,26.09,8.06,19.04,17.94,1679.4,77.83,0.134,1.6,0.622,252.7,398.9,1186.2
BATCH-2167,Stainless Steel,304,EAF,Belgium,15.24,10.28,86.74,59.44,782.3,55.77,0.044,1.878,19.071,315.5,435.9,380.9
BATCH-2168,Wire Rod,304,EAF,France,18.98,11.89,70.82,80.07,667.0,66.49,0.143,1.366,0.177,256.7,445.3,120.0
BATCH-2169,Wire Rod,S235JR,BF-BOF,Germany,34.94,8.22,24.43,45.12,1527.5,56.74,0.159,1.016,0.438,229.2,383.1,1195.6
BATCH-2170,Galvanised Coil,S355JR,EAF,Belgium,17.79,4.82,91.67,19.18,659.6,67.66,0.209,1.032,0.582,228.4,372.9,120.0
BATCH-2171,Wire Rod,M270-35A,BF-BOF,France,21.63,3.15,14.09,54.2,1865.5,86.39,0.02,0.786,0.066,238.7,398.7,1348.2
BATCH-2172,Hot Rolled Coil,M270-35A,BF-BOF,France,21.86,22.23,13.73,68.59,2277.4,81.97,0.158,1.696,0.605,317.0,430.6,1561.6
BATCH-2173,Galvanised Coil,S235JR,EAF,Spain,13.27,8.91,64.39,78.58,515.5,62.07,0.177,0.681,0.35,279.5,469.7,120.0
BATCH-2174,Hot Rolled Coil,304,EAF,Germany,21.38,10.26,72.42,37.23,649.4,60.21,0.184,1.478,0.414,269.4,459.7,120.0
BATCH-2175,Wire Rod,DX51D,EAF,France,13.97,21.09,79.89,29.15,696.6,60.08,0.231,0.986,0.169,265.6,375.4,265.4
BATCH-2176,Galvanised Coil,DX51D,EAF,Germany,10.91,9.36,80.23,63.27,710.0,91.53,0.115,1.62,0.0,252.8,438.8,144.6
BATCH-2177,Wire Rod,DX51D,BF-BOF,Belgium,29.82,19.13,22.76,26.24,1710.1,67.24,0.171,1.382,0.423,262.5,463.3,1204.1
BATCH-2178,Electrical Steel,M270-35A,BF-BOF,France,27.29,5.77,21.1,25.64,1663.3,97.8,0.186,1.46,0.126,247.8,375.3,1336.0
BATCH-2179,Hot Rolled Coil,DX51D,BF-BOF,Italy,15.3,2.27,14.62,20.5,1881.6,78.86,0.161,1.211,0.021,281.3,403.8,1452.6
BATCH-2180,Stainless Steel,DX51D,EAF,Italy,11.63,19.66,77.15,36.24,727.4,97.95,0.209,1.731,15.832,334.6,457.2,481.8
BATCH-2181,Electrical Steel,304,BF-BOF,Italy,34.54,14.55,40.29,42.34,1844.6,65.35,0.115,0.582,0.527,246.1,419.5,1392.0
BATCH-2182,Stainless Steel,DX51D,EAF,Germany,32.75,4.11,67.57,66.61,608.3,95.8,0.214,0.543,17.818,314.7,519.0,434.0
BATCH-2183,Electrical Steel,M270-35A,BF-BOF,France,17.77,12.14,10.85,14.16,1944.9,94.68,0.163,0.612,0.637,238.1,371.6,1728.9
BATCH-2184,Hot Rolled Coil,S355JR,EAF,Belgium,25.41,19.76,75.54,41.21,641.1,62.34,0.234,0.987,0.599,265.3,431.3,120.0
BATCH-2185,Galvanised Coil,M270-35A,BF-BOF,Italy,15.76,24.86,35.31,60.92,1877.4,97.4,0.261,0.897,0.189,231.6,399.4,1311.0
BATCH-2186,Hot Rolled Coil,304,EAF,Belgium,18.15,9.55,67.8,51.32,555.0,70.05,0.241,0.961,0.133,230.7,363.5,120.0
BATCH-2187,Electrical Steel,M270-35A,EAF,Italy,22.55,10.68,86.15,71.98,672.3,61.34,0.089,1.73,0.485,222.1,355.7,120.0
BATCH-2188,Galvanised Coil,S355JR,BF-BOF,France,15.27,19.89,16.95,80.85,1655.7,70.68,0.135,0.936,0.447,220.8,371.0,1285.8
BATCH-2189,Hot Rolled Coil,DX51D,EAF,France,10.34,1.75,72.87,23.08,572.9,58.51,0.196,1.471,0.521,252.2,406.9,120.0
BATCH-2190,Stainless Steel,S235JR,EAF,Spain,27.44,14.73,80.6,82.23,634.6,80.69,0.156,1.179,18.413,337.8,464.6,166.1
BATCH-2191,Hot Rolled Coil,M270-35A,BF-BOF,France,13.16,13.2,38.45,80.26,1857.1,80.79,0.136,1.534,0.36,289.1,430.0,1198.3
BATCH-2192,Galvanised Coil,M270-35A,EAF,Italy,16.11,4.75,82.11,35.93,658.1,69.28,0.24,1.281,0.566,268.2,428.4,120.0
BATCH-2193,Electrical Steel,S355JR,EAF,Belgium,33.8,12.11,78.82,74.13,640.5,68.51,0.105,1.276,0.378,263.2,417.2,120.0
BATCH-2194,Hot Rolled Coil,S235JR,EAF,Belgium,24.27,24.73,71.21,48.79,770.4,56.55,0.066,1.052,0.605,212.4,429.8,120.0
BATCH-2195,Galvanised Coil,304,EAF,France,14.15,20.06,84.62,73.92,588.8,83.63,0.112,0.827,0.196,225.2,349.8,120.0
BATCH-2196,Electrical Steel,304,BF-BOF,France,15.71,12.69,17.63,68.58,1732.1,65.77,0.205,0.597,0.03,194.5,394.6,1442.2
BATCH-2197,Hot Rolled Coil,DX51D,BF-BOF,Spain,14.04,19.19,21.86,86.8,1994.5,75.35,0.282,1.367,0.314,272.9,437.7,1121.8
BATCH-2198,Galvanised Coil,S235JR,EAF,Spain,31.48,9.0,79.76,23.79,758.5,76.77,0.309,1.808,0.321,298.1,445.1,183.7
